,nyc,mia,yul,los,rio,hkg,sin,dac,msq,syd,edi,cpt,auh,bjs,del
cor,8080.0,6570.0,8580.0,8290.0,2270.0,19000.0,16400.0,17400.0,12900.0,11900.0,11300.0,7530.0,14000.0,19000.0,16300.0
cph,6180.0,7840.0,5790.0,5520.0,10200.0,8660.0,9960.0,7080.0,974.0,16000.0,999.0,9980.0,4840.0,7190.0,5840.0
cpt,12600.0,12300.0,12800.0,4780.0,6070.0,11900.0,9660.0,9930.0,9800.0,11000.0,10200.0,0.0,7530.0,12900.0,9290.0
cpv,6600.0,6040.0,6950.0,4600.0,1920.0,16400.0,15500.0,14000.0,8980.0,15400.0,7630.0,6310.0,10400.0,15400.0,12600.0
crl,5910.0,7470.0,5580.0,4880.0,9400.0,9400.0,10600.0,7710.0,1600.0,16700.0,803.0,9480.0,5150.0,7970.0,6390.0
crp,2590.0,1720.0,2860.0,10700.0,8100.0,13500.0,16000.0,14200.0,9510.0,13500.0,7720.0,14000.0,13500.0,11700.0,13700.0
crw,703.0,1400.0,1020.0,9110.0,7900.0,13100.0,15500.0,13100.0,7720.0,15300.0,5870.0,13100.0,11700.0,11100.0,12200.0
cta,7340.0,8740.0,7070.0,3640.0,9060.0,9270.0,9820.0,7180.0,2060.0,16100.0,2480.0,7950.0,4010.0,8260.0,5760.0
ctg,3360.0,1770.0,3890.0,8660.0,5120.0,16300.0,18700.0,15900.0,9900.0,14600.0,7930.0,11000.0,13400.0,14300.0,14800.0
cts,10100.0,11200.0,9590.0,13100.0,17700.0,3410.0,5920.0,5120.0,7580.0,8580.0,8550.0,15000.0,7950.0,2120.0,5890.0
ctu,12100.0,13700.0,11500.0,10600.0,16600.0,1380.0,3250.0,1540.0,6440.0,8720.0,8190.0,11500.0,4860.0,1530.0,2590.0
cul,3560.0,2720.0,3780.0,11700.0,8720.0,13100.0,15500.0,14300.0,10300.0,12500.0,8560.0,14700.0,14200.0,11500.0,14000.0
cun,2510.0,855.0,2960.0,9770.0,6810.0,14700.0,17200.0,15000.0,9610.0,14200.0,7680.0,12700.0,13500.0,12800.0,14200.0
cuz,6040.0,4460.0,6570.0,8590.0,3200.0,18800.0,18500.0,17900.0,11800.0,13000.0,9980.0,9220.0,14300.0,16900.0,16400.0
cvf,6280.0,7770.0,5990.0,4330.0,9110.0,9510.0,10500.0,7680.0,1750.0,16700.0,1360.0,8920.0,4860.0,8220.0,6310.0
cvg,930.0,1530.0,1140.0,9370.0,8130.0,12900.0,15400.0,13000.0,7820.0,15100.0,6000.0,13300.0,11800.0,11000.0,12200.0
cwb,7790.0,6600.0,8260.0,6690.0,676.0,18300.0,16100.0,15900.0,11400.0,13100.0,10000.0,6500.0,12500.0,17900.0,14700.0
cwl,5360.0,6900.0,5040.0,5020.0,9130.0,9820.0,11100.0,8210.0,2090.0,17200.0,507.0,9720.0,5710.0,8300.0,6920.0
cxr,14100.0,15700.0,13600.0,11600.0,16900.0,1240.0,1340.0,2370.0,8370.0,6780.0,10200.0,10800.0,5870.0,3150.0,3780.0
dab,1440.0,385.0,1920.0,9110.0,7070.0,14000.0,16600.0,14000.0,8530.0,15100.0,6610.0,12600.0,12400.0,12100.0,13200.0
dac,12600.0,14400.0,12200.0,9410.0,15300.0,2430.0,2900.0,0.0,6130.0,9080.0,8060.0,9930.0,3620.0,3030.0,1430.0
dad,13700.0,15300.0,13200.0,11400.0,16900.0,941.0,1690.0,2040.0,7970.0,7180.0,9800.0,10900.0,5630.0,2770.0,3480.0
dal,2200.0,1790.0,2410.0,10500.0,8420.0,13000.0,15600.0,13700.0,9000.0,13800.0,7240.0,14100.0,13000.0,11200.0,13100.0
dam,9090.0,10600.0,8750.0,4510.0,10500.0,7580.0,7870.0,5330.0,2370.0,14100.0,3910.0,7720.0,2040.0,6940.0,3910.0
dar,12400.0,13300.0,12300.0,4250.0,8930.0,8770.0,7240.0,6500.0,6840.0,11600.0,8000.0,3690.0,3860.0,9410.0,5650.0
day,872.0,1610.0,1050.0,9320.0,8180.0,12800.0,15300.0,12900.0,7720.0,15100.0,5910.0,13300.0,11700.0,10900.0,12200.0
dbq,1400.0,2080.0,1400.0,9830.0,8740.0,12400.0,14900.0,12600.0,7810.0,14600.0,6080.0,13900.0,11800.0,10500.0,12000.0
dbv,7240.0,8750.0,6940.0,4260.0,9610.0,8800.0,9540.0,6820.0,1430.0,15800.0,2140.0,8500.0,3880.0,7690.0,5420.0
dca,336.0,1480.0,782.0,8710.0,7710.0,13100.0,15500.0,12900.0,7450.0,15700.0,5570.0,12700.0,11400.0,11100.0,12100.0
del,11700.0,13500.0,11300.0,8080.0,14000.0,3770.0,4150.0,1430.0,4860.0,10400.0,6840.0,9290.0,2290.0,3780.0,0.0
den,2590.0,2750.0,2590.0,11000.0,9450.0,12000.0,14600.0,12800.0,8630.0,13400.0,7050.0,15000.0,12500.0,10200.0,12400.0
det,772.0,1870.0,814.0,9210.0,8320.0,12600.0,15100.0,12600.0,7440.0,15300.0,5630.0,13300.0,11400.0,10700.0,11900.0
dfw,2220.0,1800.0,2430.0,10600.0,8430.0,13000.0,15600.0,13700.0,9000.0,13800.0,7240.0,14100.0,13000.0,11200.0,13100.0
dkr,6130.0,6600.0,6230.0,2450.0,5040.0,13300.0,13300.0,11100.0,5840.0,17500.0,4730.0,6630.0,7550.0,12300.0,9660.0
dla,9170.0,9800.0,9170.0,761.0,6470.0,11300.0,10500.0,8870.0,5780.0,14800.0,5890.0,4330.0,5310.0,11100.0,7580.0
dlh,1600.0,2560.0,1420.0,9880.0,9170.0,11900.0,14400.0,12200.0,7450.0,14600.0,5810.0,14200.0,11400.0,9960.0,11600.0
dme,7530.0,9250.0,7100.0,6230.0,11500.0,7110.0,8400.0,5520.0,686.0,14500.0,2540.0,10100.0,3700.0,5780.0,4310.0
dmk,13900.0,15600.0,13400.0,10600.0,16100.0,1710.0,1440.0,1530.0,7640.0,7530.0,9580.0,10100.0,4940.0,3270.0,2910.0
dmm,10600.0,12100.0,10200.0,5380.0,11400.0,6470.0,6420.0,4070.0,3560.0,12600.0,5330.0,7480.0,538.0,6230.0,2700.0
dnd,5230.0,6870.0,4860.0,5570.0,9590.0,9480.0,10900.0,8010.0,1950.0,16900.0,59.9,10300.0,5790.0,7890.0,6810.0
dnk,7890.0,9540.0,7480.0,5540.0,11100.0,7390.0,8350.0,5520.0,790.0,14600.0,2700.0,9320.0,3170.0,6240.0,4200.0
dnr,5540.0,7030.0,5230.0,4700.0,8930.0,9910.0,11100.0,8220.0,2120.0,17200.0,822.0,9400.0,5580.0,8470.0,6900.0
doh,10800.0,12300.0,10400.0,5520.0,11500.0,6320.0,6210.0,3910.0,3750.0,12400.0,5540.0,7450.0,325.0,6150.0,2560.0
dom,3060.0,2270.0,3520.0,7100.0,4700.0,15800.0,17500.0,14700.0,8550.0,16100.0,6600.0,10100.0,11800.0,13800.0,13400.0
dps,16300.0,17500.0,15800.0,12500.0,15800.0,3460.0,1670.0,4510.0,10600.0,4620.0,12600.0,10100.0,7520.0,5410.0,5810.0
drw,16000.0,16400.0,15700.0,14200.0,16000.0,4260.0,3330.0,5950.0,12000.0,3150.0,13800.0,11200.0,9220.0,6000.0,7350.0
dsm,1640.0,2140.0,1660.0,10100.0,8850.0,12300.0,14900.0,12700.0,8010.0,14400.0,6310.0,14100.0,12000.0,10500.0,12200.0
dtm,6050.0,7640.0,5710.0,5010.0,9620.0,9160.0,10300.0,7480.0,1370.0,16600.0,863.0,9560.0,4990.0,7740.0,6180.0
dtw,797.0,1850.0,848.0,9240.0,8340.0,12600.0,15100.0,12600.0,7470.0,15200.0,5660.0,13400.0,11400.0,10700.0,11900.0
dub,5100.0,6690.0,4760.0,5280.0,9190.0,9830.0,11200.0,8320.0,2200.0,17200.0,335.0,10000.0,5940.0,8270.0,7070.0
dud,14900.0,13500.0,15200.0,15400.0,11700.0,9450.0,8300.0,11100.0,17200.0,2090.0,18800.0,10700.0,13900.0,10900.0,12500.0
dus,6020.0,7600.0,5680.0,4970.0,9580.0,9220.0,10400.0,7530.0,1430.0,16600.0,845.0,9540.0,5020.0,7790.0,6230.0
dvo,14300.0,15400.0,13800.0,13400.0,17900.0,2090.0,2480.0,4180.0,9880.0,5290.0,11600.0,12000.0,7760.0,3750.0,5620.0
dxb,11000.0,12600.0,10600.0,5890.0,11900.0,5940.0,5840.0,3540.0,3930.0,12000.0,5780.0,7640.0,116.0,5830.0,2190.0
dxr,82.7,1830.0,454.0,8420.0,7790.0,12900.0,15200.0,12600.0,7030.0,16000.0,5150.0,12600.0,10900.0,10900.0,11700.0
dyu,10400.0,12200.0,9950.0,7400.0,13400.0,4680.0,5490.0,2640.0,3520.0,11700.0,5470.0,9560.0,2040.0,4070.0,1360.0
dza,13400.0,14200.0,13300.0,5100.0,9300.0,8450.0,6660.0,6360.0,7600.0,10600.0,8870.0,3570.0,4260.0,9370.0,5730.0
eas,5780.0,7180.0,5520.0,4120.0,8480.0,10200.0,11200.0,8380.0,2430.0,17400.0,1400.0,8840.0,5500.0,8870.0,7020.0
eat,3700.0,4230.0,3510.0,11900.0,10900.0,10500.0,13100.0,11500.0,8350.0,12600.0,7110.0,16300.0,12000.0,8800.0,11400.0
ebb,11400.0,12300.0,11200.0,3320.0,8530.0,9160.0,7950.0,6780.0,6000.0,12600.0,7000.0,4040.0,3600.0,9480.0,5700.0
ecp,1570.0,742.0,1980.0,9540.0,7470.0,13800.0,16300.0,14000.0,8670.0,14700.0,6790.0,13100.0,12600.0,11900.0,13200.0
edi,5230.0,6860.0,4860.0,5520.0,9530.0,9530.0,10900.0,8060.0,1980.0,16900.0,0.0,10200.0,5810.0,7930.0,6840.0
egc,5870.0,7320.0,5600.0,4260.0,8740.0,9980.0,11000.0,8160.0,2190.0,17200.0,1260.0,8950.0,5330.0,8630.0,6810.0
ege,2780.0,2910.0,2770.0,11200.0,9580.0,11900.0,14500.0,12700.0,8740.0,13200.0,7190.0,15200.0,12600.0,10100.0,12400.0
ein,5920.0,7500.0,5580.0,4990.0,9510.0,9290.0,10500.0,7630.0,1510.0,16600.0,763.0,9580.0,5120.0,7850.0,6320.0
elp,3060.0,2620.0,3190.0,11400.0,9060.0,12600.0,15100.0,13600.0,9510.0,12900.0,7870.0,14900.0,13400.0,10900.0,13300.0
ema,5440.0,7020.0,5100.0,5150.0,9330.0,9610.0,10900.0,8030.0,1900.0,17100.0,372.0,9830.0,5600.0,8100.0,6760.0
ens,5990.0,7580.0,5630.0,5090.0,9660.0,9160.0,10400.0,7500.0,1390.0,16600.0,781.0,9660.0,5050.0,7720.0,6210.0
eoh,3850.0,2240.0,4360.0,8710.0,4780.0,16700.0,19200.0,16400.0,10300.0,14300.0,8340.0,10800.0,13600.0,14700.0,15200.0
eri,538.0,1800.0,637.0,8980.0,8160.0,12700.0,15200.0,12600.0,7320.0,15500.0,5500.0,13100.0,11300.0,10700.0,11800.0
esb,8380.0,9950.0,8030.0,4750.0,10500.0,7710.0,8300.0,5600.0,1580.0,14600.0,3170.0,8370.0,2670.0,6810.0,4200.0
eug,3990.0,4350.0,3850.0,12200.0,11000.0,10600.0,13100.0,11700.0,8770.0,12200.0,7550.0,16600.0,12400.0,8930.0,11700.0
eux,2780.0,2010.0,3270.0,7270.0,4970.0,15600.0,17500.0,14600.0,8470.0,16100.0,6520.0,10300.0,11800.0,13600.0,13300.0
evn,9080.0,10700.0,8670.0,5520.0,11400.0,6740.0,7370.0,4630.0,1980.0,13700.0,3860.0,8660.0,2000.0,5940.0,3230.0
ewr,17.9,1750.0,531.0,8480.0,7760.0,12900.0,15300.0,12700.0,7130.0,16000.0,5250.0,12600.0,11000.0,11000.0,11800.0
ext,5380.0,6900.0,5050.0,4940.0,9060.0,9850.0,11100.0,8240.0,2110.0,17200.0,579.0,9660.0,5700.0,8350.0,6950.0
eyw,1950.0,203.0,2430.0,9210.0,6710.0,14500.0,17100.0,14600.0,9000.0,14800.0,7050.0,12400.0,12800.0,12600.0,13700.0
eze,8550.0,7110.0,9040.0,7930.0,2000.0,18500.0,15900.0,16700.0,12800.0,11800.0,11300.0,6890.0,13600.0,19300.0,15800.0
fae,4920.0,6630.0,4510.0,6210.0,9960.0,9300.0,10900.0,8060.0,2190.0,16600.0,703.0,10900.0,6150.0,7600.0,6920.0
fao,5580.0,6810.0,5420.0,3570.0,7610.0,11100.0,11800.0,9130.0,3280.0,18000.0,2120.0,8350.0,6040.0,9740.0,7740.0
far,1950.0,2770.0,1770.0,10200.0,9430.0,11700.0,14300.0,12100.0,7640.0,14300.0,6050.0,14500.0,11600.0,9820.0,11600.0
fat,3940.0,3910.0,3910.0,12400.0,10400.0,11300.0,13800.0,12600.0,9450.0,12100.0,8080.0,16300.0,13200.0,9740.0,12500.0
fca,3250.0,3860.0,3060.0,11400.0,10600.0,10800.0,13400.0,11600.0,8100.0,13100.0,6780.0,15800.0,11800.0,9010.0,11400.0
fco,6870.0,8320.0,6580.0,4010.0,9170.0,9300.0,10000.0,7320.0,1750.0,16300.0,1930.0,8450.0,4330.0,8140.0,5920.0
fdf,3170.0,2370.0,3640.0,7070.0,4590.0,15900.0,17500.0,14700.0,8610.0,16100.0,6680.0,9980.0,11800.0,13900.0,13400.0
fdh,6370.0,7900.0,6050.0,4600.0,9430.0,9220.0,10200.0,7400.0,1440.0,16400.0,1270.0,9110.0,4720.0,7900.0,6070.0
fez,5990.0,7160.0,5840.0,3150.0,7520.0,11000.0,11600.0,9000.0,3350.0,17900.0,2450.0,7930.0,5790.0,9820.0,7600.0
fih,10300.0,10800.0,10300.0,1820.0,6610.0,11100.0,9850.0,8670.0,6570.0,13700.0,6920.0,3300.0,5310.0,11200.0,7530.0
fkb,6210.0,7760.0,5890.0,4720.0,9450.0,9250.0,10300.0,7500.0,1460.0,16600.0,1110.0,9250.0,4840.0,7900.0,6160.0
fkl,497.0,1740.0,669.0,8950.0,8080.0,12800.0,15200.0,12700.0,7370.0,15500.0,5540.0,13100.0,11300.0,10800.0,11900.0
flg,3330.0,3170.0,3380.0,11800.0,9670.0,12000.0,14500.0,13100.0,9370.0,12700.0,7840.0,15500.0,13200.0,10300.0,12900.0
fll,1720.0,33.5,2220.0,9030.0,6740.0,14400.0,16900.0,14400.0,8750.0,15000.0,6820.0,12300.0,12600.0,12500.0,13500.0
fln,8050.0,6840.0,8510.0,6740.0,756.0,18200.0,15900.0,15900.0,11600.0,12800.0,10200.0,6340.0,12500.0,18000.0,14700.0
flr,6680.0,8160.0,6390.0,4200.0,9250.0,9290.0,10100.0,7350.0,1630.0,16400.0,1710.0,8670.0,4470.0,8060.0,5990.0
fmo,6040.0,7630.0,5680.0,5090.0,9690.0,9110.0,10300.0,7450.0,1340.0,16400.0,835.0,9620.0,4990.0,7690.0,6160.0
fna,6940.0,7310.0,7050.0,1830.0,4780.0,13300.0,13000.0,11000.0,6200.0,16700.0,5330.0,5790.0,7370.0,12500.0,9580.0
fnc,5090.0,6120.0,5010.0,3570.0,6780.0,12000.0,12700.0,10100.0,4180.0,18800.0,2780.0,8270.0,6900.0,10600.0,8670.0
fnt,845.0,1930.0,842.0,9270.0,8420.0,12500.0,15000.0,12600.0,7420.0,15200.0,5630.0,13400.0,11400.0,10600.0,11800.0
fod,1690.0,2250.0,1660.0,10100.0,8950.0,12200.0,14800.0,12600.0,7950.0,14400.0,6260.0,14200.0,11900.0,10300.0,12100.0
for,6120.0,5570.0,6490.0,4780.0,2190.0,16400.0,15800.0,14100.0,8820.0,15700.0,7370.0,6780.0,10500.0,15300.0,12700.0
fra,6200.0,7760.0,5860.0,4860.0,9580.0,9160.0,10300.0,7440.0,1360.0,16400.0,1030.0,9380.0,4860.0,7790.0,6120.0
fru,10200.0,12000.0,9700.0,8000.0,14000.0,4280.0,5460.0,2560.0,3620.0,11500.0,5520.0,10300.0,2750.0,3440.0,1600.0
fsc,6650.0,8080.0,6360.0,3960.0,8980.0,9530.0,10300.0,7580.0,1920.0,16600.0,1800.0,8480.0,4590.0,8340.0,6200.0
fsd,1900.0,2480.0,1830.0,10300.0,9190.0,12000.0,14600.0,12500.0,7950.0,14200.0,6310.0,14400.0,11900.0,10200.0,12000.0
fsp,1580.0,3170.0,1360.0,7180.0,7870.0,12200.0,14300.0,11500.0,5630.0,17200.0,3700.0,11700.0,9480.0,10300.0,10400.0
fue,5550.0,6490.0,5500.0,3030.0,6520.0,12100.0,12600.0,10000.0,4380.0,18500.0,3170.0,7720.0,6740.0,10800.0,8630.0
fuk,11400.0,12600.0,10900.0,12900.0,18700.0,2030.0,4520.0,4020.0,7810.0,7810.0,9140.0,13800.0,7270.0,1430.0,5050.0
fwa,938.0,1750.0,1050.0,9400.0,8320.0,12700.0,15200.0,12800.0,7680.0,15100.0,5870.0,13500.0,11600.0,10800.0,12100.0
gbe,12600.0,12700.0,12600.0,4230.0,6950.0,10800.0,8870.0,8770.0,8720.0,11300.0,9370.0,1260.0,6260.0,11800.0,8050.0
gci,5470.0,6980.0,5170.0,4800.0,8980.0,9900.0,11100.0,8220.0,2120.0,17200.0,726.0,9500.0,5620.0,8420.0,6920.0
gcm,2480.0,731.0,2990.0,9210.0,6260.0,15100.0,17700.0,15100.0,9450.0,14600.0,7500.0,12100.0,13200.0,13200.0,14200.0
gdl,3560.0,2410.0,3860.0,11500.0,8110.0,13700.0,16100.0,14900.0,10500.0,12600.0,8720.0,14100.0,14500.0,12100.0,14500.0
gdn,6580.0,8240.0,6200.0,5490.0,10400.0,8350.0,9580.0,6710.0,586.0,15700.0,1400.0,9820.0,4460.0,6950.0,5440.0
geg,3510.0,4060.0,3320.0,11700.0,10800.0,10700.0,13200.0,11600.0,8260.0,12800.0,6970.0,16100.0,12000.0,8920.0,11400.0
geo,4090.0,3150.0,4550.0,6790.0,3690.0,16700.0,17900.0,15200.0,9130.0,15700.0,7260.0,9220.0,12000.0,14800.0,13800.0
ggt,1930.0,520.0,2450.0,8610.0,6240.0,14800.0,17200.0,14500.0,8740.0,15300.0,6780.0,11800.0,12500.0,12800.0,13500.0
gib,5840.0,7070.0,5660.0,3400.0,7680.0,10900.0,11600.0,8950.0,3200.0,17900.0,2200.0,8180.0,5810.0,9670.0,7550.0
gig,7740.0,6710.0,8190.0,6020.0,13.2,17700.0,15700.0,15300.0,10900.0,13500.0,9530.0,6080.0,11800.0,17400.0,14000.0
giz,10900.0,12200.0,10600.0,4410.0,10300.0,7450.0,6920.0,5020.0,4300.0,12700.0,5790.0,6200.0,1510.0,7440.0,3750.0
gjt,2930.0,3010.0,2910.0,11400.0,9670.0,11900.0,14400.0,12700.0,8850.0,13100.0,7320.0,15300.0,12700.0,10100.0,12500.0
gla,5170.0,6790.0,4800.0,5520.0,9480.0,9580.0,11000.0,8130.0,2040.0,16900.0,67.1,10200.0,5860.0,8000.0,6900.0
glo,5410.0,6980.0,5090.0,5050.0,9220.0,9700.0,11000.0,8110.0,2000.0,17100.0,457.0,9750.0,5630.0,8210.0,6840.0
gmu,985.0,1030.0,1390.0,9190.0,7630.0,13400.0,15900.0,13400.0,8080.0,15200.0,6210.0,13000.0,12000.0,11500.0,12600.0
gnd,3410.0,2460.0,3880.0,7150.0,4380.0,16100.0,17900.0,15000.0,8880.0,15900.0,6970.0,9880.0,12000.0,14200.0,13700.0
gnv,1440.0,476.0,1900.0,9220.0,7180.0,14000.0,16400.0,14000.0,8550.0,15000.0,6630.0,12700.0,12400.0,12000.0,13200.0
goa,6490.0,7970.0,6200.0,4230.0,9160.0,9410.0,10300.0,7530.0,1710.0,16600.0,1540.0,8770.0,4670.0,8180.0,6160.0
goi,12900.0,14600.0,12500.0,7720.0,13400.0,4300.0,3650.0,1960.0,5840.0,9830.0,7790.0,8010.0,2240.0,4920.0,1490.0
goj,7760.0,9480.0,7290.0,6570.0,11900.0,6740.0,8080.0,5200.0,1080.0,14100.0,2880.0,10300.0,3650.0,5390.0,4040.0
got,6080.0,7760.0,5680.0,5730.0,10300.0,8590.0,9980.0,7100.0,1040.0,16000.0,969.0,10200.0,4970.0,7080.0,5870.0
gov,15600.0,15900.0,15300.0,14900.0,16100.0,4550.0,3910.0,6420.0,12300.0,2830.0,14000.0,11700.0,9770.0,6150.0,7840.0
gps,4860.0,3110.0,5360.0,10400.0,5660.0,16400.0,18300.0,17400.0,11800.0,12600.0,9850.0,11700.0,15400.0,14900.0,16600.0
gpt,1790.0,1000.0,2140.0,9870.0,7680.0,13600.0,16300.0,14000.0,8840.0,14400.0,6980.0,13300.0,12800.0,11800.0,13300.0
grb,1230.0,2190.0,1130.0,9610.0,8770.0,12200.0,14800.0,12400.0,7500.0,14900.0,5760.0,13800.0,11500.0,10300.0,11700.0
grk,2400.0,1800.0,2620.0,10700.0,8350.0,13200.0,15700.0,13800.0,9210.0,13600.0,7450.0,14100.0,13200.0,11400.0,13400.0
gro,6180.0,7580.0,5920.0,3930.0,8610.0,9990.0,10800.0,8080.0,2250.0,17100.0,1630.0,8580.0,5120.0,8720.0,6690.0
grr,985.0,1960.0,980.0,9410.0,8500.0,12500.0,15000.0,12600.0,7520.0,15100.0,5750.0,13600.0,11500.0,10500.0,11900.0
gru,7680.0,6570.0,8140.0,6360.0,341.0,18000.0,16000.0,15600.0,11100.0,13400.0,9700.0,6340.0,12100.0,17500.0,14400.0
grw,5380.0,6680.0,5170.0,3980.0,7930.0,10800.0,11800.0,9000.0,3040.0,18000.0,1720.0,8750.0,6050.0,9450.0,7630.0
grx,5910.0,7160.0,5730.0,3480.0,7850.0,10700.0,11500.0,8790.0,3030.0,17700.0,2090.0,8240.0,5660.0,9500.0,7390.0
grz,6790.0,8350.0,6450.0,4630.0,9740.0,8840.0,9780.0,6980.0,1150.0,16000.0,1630.0,9000.0,4260.0,7600.0,5630.0
gso,734.0,1140.0,1160.0,8960.0,7610.0,13300.0,15800.0,13300.0,7840.0,15400.0,5950.0,12800.0,11800.0,11400.0,12400.0
gsp,972.0,1030.0,1370.0,9170.0,7630.0,13400.0,15900.0,13400.0,8080.0,15200.0,6200.0,13000.0,12000.0,11500.0,12600.0
gtr,1530.0,1170.0,1830.0,9770.0,7890.0,13400.0,15900.0,13600.0,8530.0,14600.0,6690.0,13400.0,12500.0,11500.0,13000.0
gua,3320.0,1640.0,3780.0,10200.0,6630.0,15100.0,17500.0,15700.0,10400.0,13500.0,8480.0,12600.0,14300.0,13300.0,15000.0
gum,12800.0,13500.0,12400.0,15200.0,18700.0,3360.0,4680.0,5810.0,10500.0,5310.0,11700.0,14100.0,9400.0,4040.0,7130.0
gur,14500.0,14400.0,14300.0,16400.0,16000.0,5360.0,5290.0,7530.0,13000.0,2620.0,14500.0,12900.0,11000.0,6580.0,8950.0
gva,6210.0,7710.0,5910.0,4410.0,9140.0,9510.0,10500.0,7690.0,1740.0,16700.0,1260.0,9000.0,4920.0,8190.0,6340.0
gye,4810.0,3110.0,5330.0,9290.0,4570.0,17200.0,19600.0,17400.0,11300.0,13300.0,9370.0,10600.0,14500.0,15500.0,16300.0
gyn,6870.0,5790.0,7340.0,6320.0,937.0,18200.0,16600.0,15700.0,10700.0,14000.0,9130.0,6950.0,12100.0,17100.0,14400.0
haj,6150.0,7760.0,5790.0,5130.0,9800.0,8980.0,10200.0,7310.0,1200.0,16300.0,930.0,9640.0,4880.0,7560.0,6020.0
ham,6120.0,7740.0,5750.0,5260.0,9910.0,8900.0,10100.0,7270.0,1150.0,16300.0,893.0,9770.0,4910.0,7470.0,6000.0
han,13100.0,14800.0,12600.0,11000.0,16700.0,869.0,2190.0,1630.0,7370.0,7760.0,9210.0,11100.0,5230.0,2320.0,3010.0
hav,2120.0,378.0,2620.0,9290.0,6630.0,14700.0,17200.0,14700.0,9170.0,14700.0,7230.0,12400.0,13000.0,12700.0,13900.0
hel,6600.0,8320.0,6160.0,6240.0,11100.0,7820.0,9270.0,6370.0,734.0,15200.0,1720.0,10500.0,4590.0,6310.0,5210.0
hft,6040.0,7810.0,5550.0,7260.0,11600.0,7690.0,9500.0,6660.0,1880.0,14900.0,2090.0,11600.0,5500.0,5950.0,5710.0
hgh,12000.0,13400.0,11500.0,12200.0,18200.0,1070.0,3650.0,3030.0,7500.0,7840.0,9030.0,12800.0,6420.0,1120.0,4150.0
hgl,5970.0,7600.0,5600.0,5310.0,9850.0,9000.0,10300.0,7400.0,1280.0,16400.0,744.0,9850.0,5050.0,7530.0,6130.0
hhn,6120.0,7680.0,5780.0,4830.0,9500.0,9250.0,10400.0,7530.0,1450.0,16600.0,972.0,9400.0,4940.0,7870.0,6210.0
hir,13700.0,13400.0,13500.0,17400.0,15600.0,6120.0,6320.0,8400.0,13500.0,2860.0,14600.0,13700.0,12000.0,7080.0,9820.0
hkd,10200.0,11400.0,9720.0,13100.0,17900.0,3280.0,5810.0,5040.0,7630.0,8480.0,8630.0,15000.0,7920.0,2060.0,5840.0
hkg,12900.0,14400.0,12400.0,11800.0,17700.0,0.0,2570.0,2430.0,7810.0,7370.0,9530.0,11900.0,6040.0,1960.0,3770.0
hkt,14500.0,16300.0,14000.0,10400.0,15600.0,2320.0,978.0,1930.0,8010.0,7260.0,9980.0,9580.0,4970.0,3960.0,3170.0
hlp,16100.0,17700.0,15600.0,11600.0,15400.0,3270.0,906.0,3780.0,9870.0,5490.0,11800.0,9460.0,6600.0,5210.0,5020.0
hmo,3590.0,3040.0,3720.0,12000.0,9270.0,12500.0,15000.0,13700.0,9960.0,12400.0,8370.0,15300.0,13900.0,10900.0,13500.0
hnd,10800.0,12000.0,10400.0,13500.0,18500.0,2880.0,5290.0,4890.0,8140.0,7810.0,9250.0,14700.0,8030.0,2110.0,5860.0
hnl,7980.0,7810.0,7890.0,16300.0,13300.0,8920.0,10800.0,11100.0,11600.0,8160.0,11100.0,18500.0,13800.0,8140.0,11900.0
hnm,7850.0,7640.0,7790.0,16300.0,13100.0,9130.0,11000.0,11300.0,11700.0,8260.0,11100.0,18500.0,14000.0,8340.0,12100.0
hog,2220.0,682.0,2740.0,8670.0,6050.0,15100.0,17500.0,14800.0,9010.0,15100.0,7030.0,11700.0,12700.0,13100.0,13800.0
hor,3850.0,4990.0,3750.0,4780.0,7000.0,12200.0,13400.0,10600.0,4510.0,19500.0,2690.0,9410.0,7790.0,10600.0,9290.0
hot,1870.0,1570.0,2110.0,10200.0,8270.0,13100.0,15700.0,13600.0,8720.0,14100.0,6940.0,13900.0,12700.0,11200.0,13000.0
hou,2290.0,1540.0,2570.0,10500.0,8060.0,13400.0,16000.0,14000.0,9220.0,13800.0,7420.0,13900.0,13200.0,11600.0,13500.0
hov,5600.0,7310.0,5170.0,6180.0,10400.0,8710.0,10300.0,7390.0,1550.0,16000.0,880.0,10800.0,5520.0,7080.0,6240.0
hpn,41.2,1800.0,488.0,8430.0,7770.0,12900.0,15300.0,12600.0,7080.0,16000.0,5180.0,12600.0,11000.0,10900.0,11700.0
hqm,3990.0,4470.0,3800.0,12100.0,11200.0,10300.0,12900.0,11400.0,8480.0,12300.0,7310.0,16600.0,12100.0,8660.0,11300.0
hre,12500.0,12900.0,12600.0,4090.0,7680.0,10100.0,8240.0,7920.0,7980.0,11400.0,8820.0,2170.0,5360.0,10900.0,7150.0
hrg,9410.0,10800.0,9130.0,3940.0,9960.0,7980.0,7980.0,5650.0,3010.0,14000.0,4350.0,6980.0,2110.0,7520.0,4230.0
hrl,2700.0,1740.0,3010.0,10800.0,8010.0,13600.0,16100.0,14400.0,9670.0,13500.0,7870.0,13900.0,13600.0,11800.0,13900.0
hsv,1310.0,1160.0,1630.0,9590.0,7870.0,13300.0,15900.0,13500.0,8340.0,14800.0,6490.0,13300.0,12300.0,11400.0,12800.0
huf,1140.0,1660.0,1290.0,9590.0,8300.0,12800.0,15300.0,13000.0,7920.0,14900.0,6120.0,13600.0,11900.0,10900.0,12300.0
